"Mineral Name","Mineral Name (plain)","IMA Chemistry (HTML)","Chemistry Elements","Year First Published","IMA Status","Structural Groupname","Fleischers Groupname","Crystal Systems","Space Groups","IMA Mineral Symbol","Paragenetic Modes"
"Tomsquarryite","Tomsquarryite","NaMgAl<sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>·8H<sub>2</sub>O","Na Mg Al P O H","2022","Approved","Alunite-crandallite"," ","","","Tqy","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Tondiite","Tondiite","Cu<sub>3</sub>MgCl<sub>2</sub>(OH)<sub>6</sub>","Cu Mg Cl O H","2013","Approved","Atacamite"," ","hexagonal","R-3m","Ton","Biotic, Secondary; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, PM47 - Low-T subaerial oxidative hydration/weathering"
"Tongbaite","Tongbaite","Cr<sub>3</sub>C<sub>2</sub>","Cr C","1982","Approved"," "," ","orthorhombic","Pnma","Tgb","Abiotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks"
"Tooeleite","Tooeleite","Fe<sup>3+</sup><sub>6</sub>(AsO<sub>3</sub>)<sub>4</sub>(SO<sub>4</sub>)(OH)<sub>4</sub>·4H<sub>2</sub>O","Fe As O S H","1990","Approved"," "," ","monoclinic","C2/m","Toe","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM56 - Slag and smelter minerals"
"Topaz","Topaz","Al<sub>2</sub>SiO<sub>4</sub>F<sub>2</sub>","Al Si O F","0","Approved,Grandfathered","Topaz"," ","orthorhombic","Pbnm","Tpz","Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, PM20 - Acidic volcanic rocks, PM23 - Subaerial alteration, PM26 - Hadean detrital minerals, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 7: Great Oxidation Event, PM46 - Near-surface hydrothermal alterations, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM48 - Soil leaching zone minerals"
"Topsøeite","Topsoeite","FeF<sub>3</sub>(H<sub>2</sub>O)<sub>3</sub>","Fe F H O","2017","Approved","Rosenbergite"," ","tetragonal","P4/n","Top","Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
"Torbernite","Torbernite","Cu(UO<sub>2</sub>)<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>·12H<sub>2</sub>O","Cu U O P H","1790","Approved"," ","autunite","tetragonal","P4/nnc","Tor","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Törnebohmite-(Ce)","Tornebohmite-(Ce)","Ce<sub>2</sub>Al(SiO<sub>4</sub>)<sub>2</sub>(OH)","Ce Al Si O H","1920","Approved,Renamed","Fornacite"," ","monoclinic","P2_1/c","Tbh-Ce","Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism"
"Törnebohmite-(La)","Tornebohmite-(La)","La<sub>2</sub>Al(SiO<sub>4</sub>)<sub>2</sub>(OH)","La Al Si O H","1962","Approved,Renamed","Fornacite"," ","monoclinic","P2_1/n|P2_1/c","Tbh-La","Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism"
"Törnroosite","Tornroosite","Pd<sub>11</sub>As<sub>2</sub>Te<sub>2</sub>","Pd As Te","2010","Approved","Isomertieite"," ","cubic","Fd-3m","Trs","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits, Stage 4b: Highly evolved igneous rocks, PM37 - Layered igneous formations"
"Torrecillasite","Torrecillasite","Na(As,Sb)<sup>3+</sup><sub>4</sub>O<sub>6</sub>Cl","Na As Sb O Cl","2013","Approved","Not in a structural group"," ","orthorhombic","Pmcn","Trc","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Torreyite","Torreyite","Mg<sub>9</sub>Zn<sub>4</sub>(SO<sub>4</sub>)<sub>2</sub>(OH)<sub>22</sub>·8H<sub>2</sub>O","Mg Zn S O H","1949","Approved,Grandfathered"," ","mooreite","","","Try","Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
"Torryweiserite","Torryweiserite","Rh<sub>5</sub>Ni<sub>10</sub>S<sub>16</sub>","Rh Ni S","2020","Approved","Kuvaevite"," ","hexagonal","R3m","Tyw","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Tosudite","Tosudite","Na<sub>0.5</sub>(Al,Mg)<sub>6</sub>(Si,Al)<sub>8</sub>O<sub>18</sub>(OH)<sub>12</sub>·5H<sub>2</sub>O","Na Al Mg Si O H","1963","Approved,Grandfathered","Corrensite, Clay","smectite","","","Tos","Abiotic, Secondary; Stage 3b: Earth's earliest hydrosphere, PM16 - Low-T aqueous alteration"
"Toturite","Toturite","Ca<sub>3</sub>Sn<sub>2</sub>(SiFe<sup>3+</sup><sub>2</sub>)O<sub>12</sub>","Ca Sn Si Fe O","2009","Approved","Garnet"," ","cubic","Ia-3d","Tot","Abiotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM9 - Lava/xenolith minerals, Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism"
"Tounkite","Tounkite","(Na,Ca,K)<sub>8</sub>(Si<sub>6</sub>Al<sub>6</sub>)O<sub>24</sub>(SO<sub>4</sub>)<sub>2</sub>Cl·0.5H<sub>2</sub>O","Na Ca K Si Al O S Cl H","1990","Approved","Cancrinite-sodalite","cancrinite-sodalite","hexagonal","P6_222","Tou","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Townendite","Townendite","Na<sub>8</sub>ZrSi<sub>6</sub>O<sub>18</sub>","Na Zr Si O","2009","Approved","Lovozerite"," ","hexagonal","R-3m","Twn","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Toyohaite","Toyohaite","Ag<sup>1+</sup>(Fe<sup>2+</sup><sub>0.5</sub>Sn<sup>4+</sup><sub>1.5</sub>)S<sub>4</sub>","Ag Fe Sn S","1989","Approved,Redefined","Spinel"," ","tetragonal","I4_1/a","To","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Trabzonite","Trabzonite","Ca<sub>4</sub>[Si<sub>3</sub>O<sub>9</sub>(OH)](OH)","Ca Si O H","1983","Approved"," "," ","orthorhombic|monoclinic","Ama2","Trb","Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism"
"Tranquillityite","Tranquillityite","Fe<sup>2+</sup><sub>8</sub>Ti<sub>3</sub>Zr<sub>2</sub>Si<sub>3</sub>O<sub>24</sub>","Fe Ti Zr Si O","1971","Approved","Braunite"," ","hexagonal","","Trq","Abiotic, Primary; Stage 2: Planetesimal differentiation & alteration, PM5 - Primary asteroid phases, Stage 3a: Earth's earliest Hadean crust, PM8 - Mafic igneous rocks"
"Transjordanite","Transjordanite","Ni<sub>2</sub>P","Ni P","2013","Approved","Barringerite"," ","hexagonal","P-62m","Tjrd","Abiotic, Biotic, Primary; Stage 2: Planetesimal differentiation & alteration, PM5 - Primary asteroid phases, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM51 - Pyrometamorphic minerals"
"Traskite","Traskite","Ba<sub>21</sub>Ca(Fe<sup>2+</sup>,Mn,Ti)<sub>4</sub>(Ti,Fe,Mg)<sub>12</sub>(Si<sub>12</sub>O<sub>36</sub>)(Si<sub>2</sub>O<sub>7</sub>)<sub>6</sub>(O,OH)<sub>30</sub>Cl<sub>6</sub>·14H<sub>2</sub>O","Ba Ca Fe Mn Ti Mg Si O H Cl","1964","Approved"," "," ","hexagonal","P-6m2","Tsk","Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
"Trattnerite","Trattnerite","Fe<sup>3+</sup><sub>2</sub>(Mg<sub>3</sub>Si<sub>12</sub>)O<sub>30</sub>","Fe Mg Si O","2002","Approved","Milarite","milarite","hexagonal","P6/mcc","Tra","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Treasurite","Treasurite","Ag<sub>7</sub>Pb<sub>6</sub>Bi<sub>15</sub>S<sub>30</sub>","Ag Pb Bi S","1976","Approved","Lillianite"," ","monoclinic","","Tsur","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Trébeurdenite","Trebeurdenite","Fe<sup>2+</sup><sub>2</sub>Fe<sup>3+</sup><sub>4</sub>O<sub>2</sub>(OH)<sub>10</sub>(CO<sub>3</sub>)·3H<sub>2</sub>O","Fe O H C","2012","Approved","Hydrotalcite"," ","","","Tré","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Trebiskyite","Trebiskyite","Na<sub>3</sub>Mg<sub>2</sub>[TiV<sub>9</sub>O<sub>28</sub>]·22H<sub>2</sub>O","Na Mg Ti V O H","2020","Approved,Pending publication","Pascoite"," ","monoclinic","P2_1/c","Tbk","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Trechmannite","Trechmannite","AgAsS<sub>2</sub>","Ag As S","1905","Approved,Grandfathered"," "," ","hexagonal","R-3","Trh","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Tredouxite","Tredouxite","NiSb<sub>2</sub>O<sub>6</sub>","Ni Sb O","2017","Approved","Tapiolite"," ","tetragonal","P4_2/mnm","Tdx","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Trembathite","Trembathite","Mg<sub>3</sub>B<sub>7</sub>O<sub>13</sub>Cl","Mg B O Cl","1991","Approved","Boracite"," ","hexagonal","R3c","Tba","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM25 - Evaporites (prebiotic)"
"Tremolite","Tremolite","<span style=""border: 1px solid #333; font-size:7px;"">   </span>Ca<sub>2</sub>(Mg<sub>5.0-4.5</sub>Fe<sup>2+</sup><sub>0.0-0.5</sub>)Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>","Ca Mg Fe Si O H","1789","Approved,Redefined","Amphibole","amphibole-group 2 Ca","monoclinic","C2/m|I2/m","Tr","Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
"Trevorite","Trevorite","NiFe<sup>3+</sup><sub>2</sub>O<sub>4</sub>","Ni Fe O","1921","Approved,Grandfathered","Spinel","spinel","cubic","Fd-3m","Trv","Abiotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
"Triangulite","Triangulite","Al<sub>3</sub>(UO<sub>2</sub>)<sub>4</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>5</sub>·5H<sub>2</sub>O","Al U O P H","1981","Approved"," "," ","triclinic","","Tri","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Triazolite","Triazolite","NaCu<sub>2</sub>(N<sub>3</sub>C<sub>2</sub>H<sub>2</sub>)<sub>2</sub>(NH<sub>3</sub>)<sub>2</sub>Cl<sub>3</sub>·4H<sub>2</sub>O","Na Cu N C H Cl O","2017","Approved"," "," ","orthorhombic","P2_12_12_1","Tzl","Biotic, Secondary; Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM52 - Guano- and urine-derived minerals"
"Tridymite","Tridymite","SiO<sub>2</sub>","Si O","1868","Approved,Grandfathered","Tridymite"," ","monoclinic|triclinic, orthorhombic","Cc|C222_1, Aa, C1, F1","Trd","Abiotic, Biotic, Primary; Stage 1: Primary nebular phases, PM4 - Primary chondrule phases, Stage 2: Planetesimal differentiation & alteration, PM5 - Primary asteroid phases, Stage 3a: Earth's earliest Hadean crust, PM9 - Lava/xenolith minerals, PM10 - Basalt-hosted zeolite minerals, Stage 4a: Earth's earliest continental crust, PM20 - Acidic volcanic rocks, PM26 - Hadean detrital minerals, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
"Trigonite","Trigonite","Pb<sub>3</sub>Mn<sup>2+</sup>(AsO<sub>3</sub>)<sub>2</sub>(AsO<sub>2</sub>OH)","Pb Mn As O H","1920","Approved,Grandfathered"," "," ","monoclinic","Pn","Tgn","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Trikalsilite","Trikalsilite","K<sub>2</sub>NaAl<sub>3</sub>(SiO<sub>4</sub>)<sub>3</sub>","K Na Al Si O","1957","Approved,Grandfathered","Tridymite-Nepheline","nepheline","hexagonal","P6_3","Tks","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Trilithionite","Trilithionite","KLi<sub>1.5</sub>Al<sub>1.5</sub>(Si<sub>3</sub>Al)O<sub>10</sub>F<sub>2</sub>","K Li Al Si O F","1998","Approved,Redefined","Mica","mica-true micas","monoclinic","C2/c","Tln","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
"Trimerite","Trimerite","CaBe<sub>3</sub>Mn<sup>2+</sup><sub>2</sub>(SiO<sub>4</sub>)<sub>3</sub>","Ca Be Mn Si O","1890","Approved,Grandfathered","Beryllonite"," ","monoclinic","P2_1/n","Tme","Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
"Trimounsite-(Y)","Trimounsite-(Y)","Y<sub>2</sub>Ti<sub>2</sub>SiO<sub>9</sub>","Y Ti Si O","1989","Approved"," "," ","monoclinic","P2_1/c","Tmo-Y","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
"Trinepheline","Trinepheline","NaAlSiO<sub>4</sub>","Na Al Si O","2012","Approved"," "," ","hexagonal|monoclinic","P6_1|P2_1","Tnph","Abiotic, Secondary; Stage 5: Initiation of plate tectonics, PM39 - High-P metamorphism"
"Triphylite","Triphylite","LiFe<sup>2+</sup>(PO<sub>4</sub>)","Li Fe P O","1834","Approved,Grandfathered","Olivine","triphylite","orthorhombic","Pbnm","Trp","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
"Triplite","Triplite","Mn<sup>2+</sup><sub>2</sub>(PO<sub>4</sub>)F","Mn P O F","1813","Approved,Grandfathered","Triplite","triplite","monoclinic","I2/a|C2/c","Trl","Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
"Triploidite","Triploidite","Mn<sup>2+</sup><sub>2</sub>(PO<sub>4</sub>)(OH)","Mn P O H","1878","Approved,Grandfathered","Wagnerite","wagnerite","monoclinic","P2_1/a","Tpd","Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM21 - Chemical precipitation, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Trippkeite","Trippkeite","Cu<sup>2+</sup>As<sup>3+</sup><sub>2</sub>O<sub>4</sub>","Cu As O","1880","Approved,Grandfathered","Trippkeite","trippkeite","tetragonal","P4_2/mbc","Tpk","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Tripuhyite","Tripuhyite","Fe<sup>3+</sup>Sb<sup>5+</sup>O<sub>4</sub>","Fe Sb O","1897","Approved,Redefined","Rutile","tapiolite","tetragonal","P4_2/mnm","Tpy","Biotic, Secondary; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, PM47 - Low-T subaerial oxidative hydration/weathering"
"Tristramite","Tristramite","(Ca,U<sup>4+</sup>,Fe<sup>3+</sup>)(PO<sub>4</sub>,SO<sub>4</sub>)·2H<sub>2</sub>O","Ca U Fe P O S H","1982","Approved","Rhabdophane","rhabdophane","hexagonal","","Ttm","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Tritomite-(Ce)","Tritomite-(Ce)","Ce<sub>5</sub>(SiO<sub>4</sub>,BO<sub>4</sub>)<sub>3</sub>(OH,O)","Ce Si O B H","1987","Approved,Renamed","Apatite","tritomite","amorphous","","Tto-Ce","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Tritomite-(Y)","Tritomite-(Y)","Y<sub>5</sub>(SiO<sub>4</sub>,BO<sub>4</sub>)<sub>3</sub>(O,OH,F)","Y Si O B H F","1961","Approved,Renamed","Apatite","tritomite","","","Tto-Y","Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
"Trögerite","Trogerite","(H<sub>3</sub>O)(UO<sub>2</sub>)(AsO<sub>4</sub>)·3H<sub>2</sub>O","H O U As","1871","Approved,Grandfathered","Natroautunite","autunite","","","Tge","Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
"Trogtalite","Trogtalite","CoSe<sub>2</sub>","Co Se","1955","Approved,Grandfathered","Pyrite","pyrite","cubic","Pa3","Trg","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Troilite","Troilite","FeS","Fe S","1863","Approved,Grandfathered"," "," ","hexagonal","P6_3/mmc|P-62c","Tro","Abiotic, Biotic, Primary, Secondary; Stage 0: Pre-terrestrial Ur-minerals, PM1 - Stellar atmosphere condensates, Stage 1: Primary nebular phases, PM4 - Primary chondrule phases, Stage 2: Planetesimal differentiation & alteration, PM5 - Primary asteroid phases, PM6 - Secondary asteroid phases, Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks, Stage 3b: Earth's earliest hydrosphere, PM15 - Black smokers, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
"Trolleite","Trolleite","Al<sub>4</sub>(PO<sub>4</sub>)<sub>3</sub>(OH)<sub>3</sub>","Al P O H","1868","Approved,Grandfathered"," "," ","monoclinic","I2/c","Tll","Abiotic, Primary, Secondary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism"
"Trona","Trona","Na<sub>3</sub>(HCO<sub>3</sub>)(CO<sub>3</sub>)·2H<sub>2</sub>O","Na H C O","1773","Approved,Grandfathered"," "," ","monoclinic","C2/c","Tn","Abiotic, Biotic, Primary; Stage 4a: Earth's earliest continental crust, PM25 - Evaporites (prebiotic), Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
"Truscottite","Truscottite","Ca<sub>14</sub>Si<sub>24</sub>O<sub>58</sub>(OH)<sub>8</sub>·2H<sub>2</sub>O","Ca Si O H","1914","Approved,Grandfathered","Gyrolite","reyerite","hexagonal","","Tst","Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration"
"Trüstedtite","Trustedtite","Ni<sup>2+</sup>Ni<sup>3+</sup><sub>2</sub>Se<sub>4</sub>","Ni Se","1964","Approved","Spinel","linnaeite","cubic","Fd3m","Trü","Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
"Tsangpoite","Tsangpoite","Ca<sub>5</sub>(PO<sub>4</sub>)<sub>2</sub>(SiO<sub>4</sub>)","Ca P O Si","2014","Approved"," "," ","hexagonal","P6_3/m","Tpo","Abiotic, Primary; Stage 2: Planetesimal differentiation & alteration, PM5 - Primary asteroid phases"
"Tsaregorodtsevite","Tsaregorodtsevite","N(CH<sub>3</sub>)<sub>4</sub>Si<sub>4</sub>(SiAl)O<sub>12</sub>","N C H Si Al O","1991","Approved","Cancrinite-sodalite, Sodalite","cancrinite-sodalite-sodalite subgroup","orthorhombic","I222","Tsa","Abiotic, Biotic, Secondary; Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM53 - Other minerals with taphonomic origins"
"Tschaunerite","Tschaunerite","(Fe<sup>2+</sup>)(Fe<sup>2+</sup>Ti<sup>4+</sup>)O<sub>4</sub>","Fe Ti O","2018","Approved,Pending publication"," "," ","orthorhombic","Cmcm","Tsc","Abiotic, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases"
"Tschermakite","Tschermakite","<span style=""border: 1px solid #333; font-size:7px;"">   </span>Ca<sub>2</sub>(Mg<sub>3</sub>Al<sub>2</sub>)(Si<sub>6</sub>Al<sub>2</sub>)O<sub>22</sub>(OH)<sub>2</sub>","Ca Mg Al Si O H","1945","Approved,Redefined","Amphibole","amphibole-group 2 Ca","monoclinic","C2/m","Tsr","Abiotic, Primary, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases, Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks, PM8 - Mafic igneous rocks, Stage 5: Initiation of plate tectonics, PM39 - High-P metamorphism, PM40 - Regional metamorphism"
"Tschermigite","Tschermigite","(NH<sub>4</sub>)Al(SO<sub>4</sub>)<sub>2</sub>·12H<sub>2</sub>O","N H Al S O","1853","Approved,Grandfathered","Alum","alum","cubic","Pa3","Tmi","Biotic, Secondary; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, PM53 - Other minerals with taphonomic origins, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals, PM55 - Anthropogenic mine minerals"
"Tschernichite","Tschernichite","CaAl<sub>2</sub>Si<sub>6</sub>O<sub>16</sub>·8H<sub>2</sub>O","Ca Al Si O H","1989","Approved"," ","zeolite","tetragonal|monoclinic","C2/c|P4_122","Tni","Abiotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM10 - Basalt-hosted zeolite minerals"
"Tschörtnerite","Tschortnerite","Ca<sub>4</sub>(K,Ca,Sr,Ba)<sub>3</sub>Cu<sub>3</sub>Al<sub>12</sub>Si<sub>12</sub>O<sub>48</sub>(OH)<sub>8</sub>·20H<sub>2</sub>O","Ca K Sr Ba Cu Al Si O H","1995","Approved"," ","zeolite","cubic","Fm3m","Tht","Abiotic, Biotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM9 - Lava/xenolith minerals, PM10 - Basalt-hosted zeolite minerals, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
